grid_id,key,route,time,type,card,stage
660,ceb2cc5302f9e51723091f606eb0d2d1,320路,2016-09-09 07:25:31,bus_on,09e01d032b4a0bfed842e2c458f960e5,0
705,ceb2cc5302f9e51723091f606eb0d2d1,320路,2016-09-09 07:30:53,bus_off,09e01d032b4a0bfed842e2c458f960e5,1
751,0ab1f56d80cfa88564bcdb48ad41acc8,翻身,2016-09-09 07:37:58,subway_on,09e01d032b4a0bfed842e2c458f960e5,2
976,de47331c69c06a8ef734619d67953d46,后海站,2016-09-09 08:03:59,subway_off,09e01d032b4a0bfed842e2c458f960e5,3
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 07:56:09,subway_on,f02bcd525a573af29833e4d09fda9983,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:21:31,subway_off,f02bcd525a573af29833e4d09fda9983,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:10:57,subway_on,7932a6ddde1f91b04b625083047a5506,0
976,de47331c69c06a8ef734619d67953d46,后海站,2016-09-09 08:35:08,subway_off,7932a6ddde1f91b04b625083047a5506,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:05:19,subway_on,a81c8ceba28252c29111c9863471f31c,0
976,de47331c69c06a8ef734619d67953d46,后海站,2016-09-09 08:30:48,subway_off,a81c8ceba28252c29111c9863471f31c,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 07:46:16,subway_on,cf61685916e3d705e31928ec999198ce,0
976,de47331c69c06a8ef734619d67953d46,后海站,2016-09-09 08:13:33,subway_off,cf61685916e3d705e31928ec999198ce,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:02:55,subway_on,ffd626521f833e9e51f9c405485e5e9a,0
976,de47331c69c06a8ef734619d67953d46,后海站,2016-09-09 08:28:40,subway_off,ffd626521f833e9e51f9c405485e5e9a,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:14:19,subway_on,15e837f0b05d249ed9c337e2091cc58a,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:46:50,subway_off,15e837f0b05d249ed9c337e2091cc58a,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:11:10,subway_on,21e4a39c9891a7bbc7e0f99d8b21ae8e,0
976,de47331c69c06a8ef734619d67953d46,后海站,2016-09-09 08:42:44,subway_off,21e4a39c9891a7bbc7e0f99d8b21ae8e,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:06:35,subway_on,f9b516774df066e2fc10eb0e4c36bdd2,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:38:17,subway_off,f9b516774df066e2fc10eb0e4c36bdd2,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 07:58:18,subway_on,8b94e1f797619c4069b341b2a59918fd,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:27:18,subway_off,8b94e1f797619c4069b341b2a59918fd,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 07:19:50,subway_on,52962af20e8f1fe825ced4c99f150df1,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 07:48:53,subway_off,52962af20e8f1fe825ced4c99f150df1,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 07:56:53,subway_on,caa697e51b9d251edf5e0413c440f77c,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:22:05,subway_off,caa697e51b9d251edf5e0413c440f77c,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:22:42,subway_on,1ed4a7bfd50fa484ef941f210274cbbf,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:49:33,subway_off,1ed4a7bfd50fa484ef941f210274cbbf,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:17:02,subway_on,bfe2e3d36ea22bce1986038ef371313f,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:44:20,subway_off,bfe2e3d36ea22bce1986038ef371313f,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:09:51,subway_on,7a3f26b5c83df7f6758c37b787617f6b,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:39:43,subway_off,7a3f26b5c83df7f6758c37b787617f6b,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:16:38,subway_on,6b2567e442c65a97fad4310ed01ae71b,0
976,d4b5a8e214ee5bd2a313853fd8f4f3e4,后海,2016-09-09 08:45:06,subway_off,6b2567e442c65a97fad4310ed01ae71b,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 08:33:09,subway_on,7bb8afa3bbb866825d986cafbd9a107c,0
976,de47331c69c06a8ef734619d67953d46,后海站,2016-09-09 08:57:36,subway_off,7bb8afa3bbb866825d986cafbd9a107c,1
660,8ff0caab86f30319d4112d0ea2a19463,坪洲,2016-09-09 07:57:46,subway_on,ebdd9c60f9b687f97ec8f18bdac2cd40,0
