grid_id,key,route,time,type,Unnamed: 0,card,stage
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:13:51,subway_on,13003.0,c8b725bb8f0584edac94eaff76ca9dc5,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:58:19,subway_on,13007.0,ab98d50e5c2f38836e3bd1bda0eebc6a,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:31:58,subway_on,13015.0,ec8b26c19791fcb6216a0e594b6ee897,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:32:55,subway_on,13028.0,51d54ab45866c048a42c4f36ae3960f9,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 06:52:46,subway_on,13055.0,1058a85b4339fd2bf88c348ea0e2721a,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:29:21,subway_on,13056.0,b809b6cd5320968322fc80d655dc8ab9,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:43:49,subway_on,13057.0,9e492907a84d5966c4c2b0b3f12a40c2,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:21:30,subway_on,13077.0,a6f817b4d0c9fb8b3d9f5a39a508becc,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 06:52:24,subway_on,13087.0,c9c7ad8da8f1945d2f64f0a2bce4de85,0
1806,a85346d90ce6f2e6ed18cc181a3a859c,罗湖站,2016-09-26 07:08:07,subway_off,13087.0,c9c7ad8da8f1945d2f64f0a2bce4de85,1
1806,a85346d90ce6f2e6ed18cc181a3a859c,罗湖站,2016-09-26 07:22:29,subway_on,13087.0,c9c7ad8da8f1945d2f64f0a2bce4de85,2
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 07:37:05,subway_off,13087.0,c9c7ad8da8f1945d2f64f0a2bce4de85,3
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:10:58,subway_on,13089.0,eea642b9d4847b4a3f4a8fb48c99cc9f,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:21:25,subway_on,13102.0,8468b563a2ac7d2178ea25e365ecac5d,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:40:42,subway_on,13105.0,58ebd12e4d575ed15c9e296e5fde2429,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:38:29,subway_on,13118.0,727127f1d4ff94fbf10c59c02a8a4f4a,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:17:18,subway_on,13122.0,c131ed56b3d5ac20284853edb74aca95,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:48:23,subway_on,13135.0,9af4f62e2d9da0716edfa6c5cbd22bdd,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 08:25:34,subway_on,13137.0,b743dac2130cbb631189bea5db167c0b,0
1716,251d87ec3e609687f219f5d42f1706de,通新岭,2016-09-26 06:44:28,subway_on,13145.0,efdd72063b4c00f7974353149a9eb828,0
