grid_id,key,route,time,type,card,stage
615,9d2d8eab273052f64a818dc2644085d5,311,2016-11-11 07:09:27,bus_on,426e007d3659c48416b2cba83562f925,0
932,9d2d8eab273052f64a818dc2644085d5,311,2016-11-11 07:50:01,bus_off,426e007d3659c48416b2cba83562f925,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:22:30,subway_on,2846a3719e5074d53c44916af8b50f6e,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:49:22,subway_off,2846a3719e5074d53c44916af8b50f6e,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:11:36,subway_on,93daa5a17aa07dc58b5d1dd7c2f5ada6,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:35:46,subway_off,93daa5a17aa07dc58b5d1dd7c2f5ada6,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 07:55:42,subway_on,8d6560f2a5b6726f24ae8bffe589dafd,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:18:22,subway_off,8d6560f2a5b6726f24ae8bffe589dafd,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:24:53,subway_on,4e4557afe8dd798ae5eb6c162a54268e,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:45:08,subway_off,4e4557afe8dd798ae5eb6c162a54268e,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:12:22,subway_on,f917088fc809c0d6225ca5168d735220,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:34:59,subway_off,f917088fc809c0d6225ca5168d735220,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:33:07,subway_on,ac4bcf8ba86d578e7f9371f512100c76,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:57:30,subway_off,ac4bcf8ba86d578e7f9371f512100c76,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:10:24,subway_on,45c453f70ddccda83b3e3426d49b378e,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:39:52,subway_off,45c453f70ddccda83b3e3426d49b378e,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:13:38,subway_on,f9ba1f2381420f2a0007c7b97ccc2508,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:35:21,subway_off,f9ba1f2381420f2a0007c7b97ccc2508,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 07:56:03,subway_on,0d0eb461faabf5043ee41d9eff767d05,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:18:45,subway_off,0d0eb461faabf5043ee41d9eff767d05,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:17:56,subway_on,2ab9ca5a44c2cfaf66e2ef52ad0707e4,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:40:25,subway_off,2ab9ca5a44c2cfaf66e2ef52ad0707e4,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:23:13,subway_on,2578116a7f4b96797424bcf5c0600d52,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:45:01,subway_off,2578116a7f4b96797424bcf5c0600d52,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:11:36,subway_on,e9b4507248d09cd803250cb5a29469c0,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:31:21,subway_off,e9b4507248d09cd803250cb5a29469c0,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 07:30:50,subway_on,678d3f9570ca3c59df07ee8b4d89c433,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 07:53:21,subway_off,678d3f9570ca3c59df07ee8b4d89c433,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:15:37,subway_on,6ddc4a2f2419698156fec74649ecfff6,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:35:27,subway_off,6ddc4a2f2419698156fec74649ecfff6,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:17:46,subway_on,408e15f71706dfe66714aec0a8781d27,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:39:46,subway_off,408e15f71706dfe66714aec0a8781d27,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:11:05,subway_on,9171eeb2962ece5c835190c820fbd1a5,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:35:15,subway_off,9171eeb2962ece5c835190c820fbd1a5,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 08:30:34,subway_on,33bd7605dfb845612253a5be216b8080,0
932,f9c7803f5695c65a7e9c37687dda7f01,桃园,2016-11-11 08:49:41,subway_off,33bd7605dfb845612253a5be216b8080,1
615,ac2ab1009aef9ebec8d0fb6f77a96e3e,西乡,2016-11-11 07:12:16,subway_on,12c0003aa1efb223e965062e2a28849f,0
