grid_id,key,route,time,type,card,stage
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 08:01:11,subway_on,43ab30cd21e5e0f3aa9f40ff222cb708,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:53:45,subway_off,43ab30cd21e5e0f3aa9f40ff222cb708,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:55:16,subway_on,72b93c831a029c8ab66b9b67f9409391,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:40:31,subway_off,72b93c831a029c8ab66b9b67f9409391,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:36:43,subway_on,fc5a4fa26741a711df67be6d80c6eacc,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:20:10,subway_off,fc5a4fa26741a711df67be6d80c6eacc,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 08:13:05,subway_on,538d0e8123eab57354664bc28d26eb75,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:59:38,subway_off,538d0e8123eab57354664bc28d26eb75,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:35:34,subway_on,382180aa9c6c308328db6d7150953937,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:25:25,subway_off,382180aa9c6c308328db6d7150953937,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:35:45,subway_on,320aaa5f9454977c99049624479864d9,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:23:34,subway_off,320aaa5f9454977c99049624479864d9,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:37:54,subway_on,92b479ddb7ae6b7558ae8381c11b800f,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:21:26,subway_off,92b479ddb7ae6b7558ae8381c11b800f,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:14:27,subway_on,c4af80b41777a8102a635ad2139835ac,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 07:58:23,subway_off,c4af80b41777a8102a635ad2139835ac,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:44:06,subway_on,450ffcce398138008abb97add95f8ba6,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:35:28,subway_off,450ffcce398138008abb97add95f8ba6,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:40:53,subway_on,f1156941ea4de4853b1f2aadad02a0a9,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:24:29,subway_off,f1156941ea4de4853b1f2aadad02a0a9,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 08:14:16,subway_on,dbc0703eb2b80482a01461e863679cdb,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:58:31,subway_off,dbc0703eb2b80482a01461e863679cdb,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:28:47,subway_on,3eae49210fd9aa0dea58bb835055d8e8,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:08:50,subway_off,3eae49210fd9aa0dea58bb835055d8e8,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:35:33,subway_on,aa8eaf2ccad4127acbcef70f742fe2f7,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:17:59,subway_off,aa8eaf2ccad4127acbcef70f742fe2f7,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:25:36,subway_on,ea43d26a0787de9f726d446e75a59bf7,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:13:24,subway_off,ea43d26a0787de9f726d446e75a59bf7,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:59:18,subway_on,084a7efd7a86895b26c76eb78aea5f81,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:47:17,subway_off,084a7efd7a86895b26c76eb78aea5f81,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 08:05:35,subway_on,47592e5e12af4c24df249a55256de5bc,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:51:42,subway_off,47592e5e12af4c24df249a55256de5bc,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:36:34,subway_on,01ef0eb7623bf3318a4e3d726b559f2c,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:21:48,subway_off,01ef0eb7623bf3318a4e3d726b559f2c,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:36:49,subway_on,ea7568205dff2daa5f1e2ae8daaae678,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:20:57,subway_off,ea7568205dff2daa5f1e2ae8daaae678,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:26:23,subway_on,5c82eb1b82f8895565d5c15830d088b2,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:13:23,subway_off,5c82eb1b82f8895565d5c15830d088b2,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:42:09,subway_on,9da6d22ab911a0f3619032b1a1b5bcfe,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:26:59,subway_off,9da6d22ab911a0f3619032b1a1b5bcfe,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:12:57,subway_on,e366260b4c961990f19af5d9471e25f5,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:00:50,subway_off,e366260b4c961990f19af5d9471e25f5,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:33:07,subway_on,9a57e1283dac4f0b1761cee5a7990a16,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:18:22,subway_off,9a57e1283dac4f0b1761cee5a7990a16,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 08:14:33,subway_on,38450be22880cc247154cb7e3223e24e,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:57:23,subway_off,38450be22880cc247154cb7e3223e24e,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:36:06,subway_on,a188354ec4cc18f9d9f27c329a78e04e,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:18:35,subway_off,a188354ec4cc18f9d9f27c329a78e04e,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:41:25,subway_on,21f763611e5855eb7541506e01b44a7d,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:31:18,subway_off,21f763611e5855eb7541506e01b44a7d,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:41:02,subway_on,d2ddad4f542e2e921422e7e93a5ab14e,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:26:57,subway_off,d2ddad4f542e2e921422e7e93a5ab14e,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:23:49,subway_on,ceb8fb283bde288c1160dad054f3ee37,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:04:59,subway_off,ceb8fb283bde288c1160dad054f3ee37,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:23:36,subway_on,b33fb13b61be82215d73d6fc54e2a7aa,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:05:18,subway_off,b33fb13b61be82215d73d6fc54e2a7aa,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:05:36,subway_on,5ab15a08cb20f4fd734b3e72f28e0d88,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 07:56:54,subway_off,5ab15a08cb20f4fd734b3e72f28e0d88,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:27:37,subway_on,689ba609ed926340903f99918ae04ebc,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:12:03,subway_off,689ba609ed926340903f99918ae04ebc,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:52:33,subway_on,47756777d96db0ff21e023e1bc56ca10,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:42:33,subway_off,47756777d96db0ff21e023e1bc56ca10,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:12:33,subway_on,5c1e1678e778c8cb7099c72ac0a669f6,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 07:57:34,subway_off,5c1e1678e778c8cb7099c72ac0a669f6,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:28:10,subway_on,8c4e7639ed070cd868fa03c34ad8ae63,0
1392,e1f04bd9880058107e2b77b92342a2e5,车公庙站,2016-11-10 08:14:46,subway_off,8c4e7639ed070cd868fa03c34ad8ae63,1
1907,396c30e3d5b4c21f828b0a668089cf6d,大芬,2016-11-10 07:55:12,subway_on,a1e80b71040e01de62c1324793b89a92,0
