grid_id,key,route,time,type,card,stage
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:51:25,subway_on,3af8ac42f265c948bc90c6204f7df496,0
1669,8284f82b8e1ee67343d176837c047b01,华强北,2016-09-06 08:36:32,subway_off,3af8ac42f265c948bc90c6204f7df496,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:49:58,subway_on,812df856c250feb453035dca9102f96f,0
1669,d1cd20f66e82e69bb615b3c02e3cc70b,华强路站,2016-09-06 08:39:09,subway_off,812df856c250feb453035dca9102f96f,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:55:43,subway_on,45311fb46c2905a5e9f7b97ed3866b4f,0
1669,1108f799dd6e18381cb6999420c263fe,燕南,2016-09-06 08:39:04,subway_off,45311fb46c2905a5e9f7b97ed3866b4f,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:15:53,subway_on,61bb820b58819b50590e9e439851972c,0
1669,1108f799dd6e18381cb6999420c263fe,燕南,2016-09-06 07:55:04,subway_off,61bb820b58819b50590e9e439851972c,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:59:31,subway_on,5ce61147668ae15dab4a79a57a2e5870,0
1669,1108f799dd6e18381cb6999420c263fe,燕南,2016-09-06 08:41:27,subway_off,5ce61147668ae15dab4a79a57a2e5870,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:39:32,subway_on,f3bd72e13bfc10b721c61229b81c1832,0
1669,1108f799dd6e18381cb6999420c263fe,燕南,2016-09-06 08:17:18,subway_off,f3bd72e13bfc10b721c61229b81c1832,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:43:59,subway_on,5b4310deb234d7bd8c32816c010abfe0,0
1669,d1cd20f66e82e69bb615b3c02e3cc70b,华强路站,2016-09-06 08:38:38,subway_off,5b4310deb234d7bd8c32816c010abfe0,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 08:01:51,subway_on,3a64af92f1e737670b52c3d6a36ae828,0
1669,8284f82b8e1ee67343d176837c047b01,华强北,2016-09-06 08:55:37,subway_off,3a64af92f1e737670b52c3d6a36ae828,1
1540,30a2726e88ef3a0520bc417212fc6d34,五和,2016-09-06 07:41:52,subway_on,b8216a9b57ebdaed5d3e4b5b796bf4eb,0
