grid_id,key,route,time,type,card,stage
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 08:09:42,subway_on,c9046f7a650e97e173624bbfb01d1611,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:35:08,subway_off,c9046f7a650e97e173624bbfb01d1611,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 08:14:17,subway_on,df27fd0bb7fc95a2c54b35470bf81a87,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:39:45,subway_off,df27fd0bb7fc95a2c54b35470bf81a87,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 07:56:17,subway_on,e8a421e95f7309cc11a0924d8a86d5a6,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:21:32,subway_off,e8a421e95f7309cc11a0924d8a86d5a6,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 07:25:12,subway_on,afbd88faf5146452d8154cc64cf8c3be,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 07:49:00,subway_off,afbd88faf5146452d8154cc64cf8c3be,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 08:16:24,subway_on,769bba6fc6627be369fe4065bbab2918,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:39:13,subway_off,769bba6fc6627be369fe4065bbab2918,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 07:50:58,subway_on,1f087cd2ff40c2b323ee06d4b9c90056,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:14:03,subway_off,1f087cd2ff40c2b323ee06d4b9c90056,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 08:15:37,subway_on,cc8fb1b1acd059ee9c46c8230d818a65,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:42:29,subway_off,cc8fb1b1acd059ee9c46c8230d818a65,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 08:24:27,subway_on,537d506b6e59abaed8c298f75d93690f,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:57:10,subway_off,537d506b6e59abaed8c298f75d93690f,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 08:25:53,subway_on,b7c9e173c7e8693745b3cfe3ccc13f09,0
1899,9fda099faa6ca66bdb934880cea4e3f0,黄贝岭,2016-09-06 08:44:50,subway_off,b7c9e173c7e8693745b3cfe3ccc13f09,1
1807,d53ea012f82d701cac9f2993ef22cd7c,223路,2016-09-06 08:46:58,bus_on,b7c9e173c7e8693745b3cfe3ccc13f09,2
1853,d53ea012f82d701cac9f2993ef22cd7c,223路,2016-09-06 09:08:35,bus_off,b7c9e173c7e8693745b3cfe3ccc13f09,3
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 07:48:33,subway_on,4e0018d140430b66f374cf32f0b0caeb,0
1853,870df81f6add1dfa98e28193a733df57,湖贝,2016-09-06 08:11:08,subway_off,4e0018d140430b66f374cf32f0b0caeb,1
1769,e7288a04be5bf775440fb3d4b55fa3b3,下水径,2016-09-06 08:20:24,subway_on,9a60bbc236028dc50b7683b1f73f3c33,0
