grid_id,key,route,time,type,card,stage
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 06:58:25,subway_on,8fe71afe48d6693ccd55e6715a8c0914,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 07:27:45,subway_off,8fe71afe48d6693ccd55e6715a8c0914,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:42:55,subway_on,9a6097b601f4775f17df2c9e28dfa4bf,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:10:23,subway_off,9a6097b601f4775f17df2c9e28dfa4bf,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:35:14,subway_on,1a51416bbd161a6a17afc1420588b011,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:05:09,subway_off,1a51416bbd161a6a17afc1420588b011,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 06:40:18,subway_on,81c3f29be6e71f24dba4b665f5272f22,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 07:11:39,subway_off,81c3f29be6e71f24dba4b665f5272f22,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:14:37,subway_on,fb083ac4736e3d423dd7c32c47d785d6,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:41:33,subway_off,fb083ac4736e3d423dd7c32c47d785d6,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:47:04,subway_on,b0613deaa8662a03e73fb788191a9708,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:14:14,subway_off,b0613deaa8662a03e73fb788191a9708,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:36:06,subway_on,4b610fbc3c7d1ae106fc88f14bc00f37,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:04:44,subway_off,4b610fbc3c7d1ae106fc88f14bc00f37,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 06:48:21,subway_on,4baebcb7a7b926eb0601f547ff8b9b3b,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 07:16:15,subway_off,4baebcb7a7b926eb0601f547ff8b9b3b,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:06:09,subway_on,7e46f909dd291d12b1d07fe6463b9370,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:33:41,subway_off,7e46f909dd291d12b1d07fe6463b9370,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:05:55,subway_on,525869c53149fe19542526f55851da16,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:33:42,subway_off,525869c53149fe19542526f55851da16,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:31:05,subway_on,9bcb6f62a5a3c521c22f2380803fd8d2,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 07:59:35,subway_off,9bcb6f62a5a3c521c22f2380803fd8d2,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:21:59,subway_on,6a256dbf882e82f2313cf788cea1abb5,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 07:50:57,subway_off,6a256dbf882e82f2313cf788cea1abb5,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:14:29,subway_on,f2c8faff444ab028f7c4baca541f2d86,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 07:43:24,subway_off,f2c8faff444ab028f7c4baca541f2d86,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:30:26,subway_on,cb3362baaa27cb94e3f6779d712db30e,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 07:59:46,subway_off,cb3362baaa27cb94e3f6779d712db30e,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:25:36,subway_on,a0036d4edb2fc935d2c8d7ac2aa3321a,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:54:24,subway_off,a0036d4edb2fc935d2c8d7ac2aa3321a,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:06:28,subway_on,a8bc0443f7dc5078d9820fdd07ed47ca,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:33:28,subway_off,a8bc0443f7dc5078d9820fdd07ed47ca,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:13:08,subway_on,c3e9ffc6694cd3d9532b2f483e3d6c19,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:41:26,subway_off,c3e9ffc6694cd3d9532b2f483e3d6c19,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:20:40,subway_on,19783ff19419ddaefddf5de1d5079eac,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:49:29,subway_off,19783ff19419ddaefddf5de1d5079eac,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:31:35,subway_on,58d1f507e94766a83ee21b52f5b6fc42,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:58:05,subway_off,58d1f507e94766a83ee21b52f5b6fc42,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:09:00,subway_on,55ae732bc95ca63f8e2395bdd788f49c,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:36:05,subway_off,55ae732bc95ca63f8e2395bdd788f49c,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:12:57,subway_on,6a2faf37744eee8ec9de540277e1c397,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:41:46,subway_off,6a2faf37744eee8ec9de540277e1c397,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:36:24,subway_on,6fc80654d0e01795b0b182b16a4892f1,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:04:53,subway_off,6fc80654d0e01795b0b182b16a4892f1,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 08:20:53,subway_on,aa351982adf1eaae379d1bb53b8bbd0c,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:49:14,subway_off,aa351982adf1eaae379d1bb53b8bbd0c,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 07:35:10,subway_on,6819a1519cf291c9fff6054bdddc12e8,0
1761,87cec03e1cab5945797721056bc5dc45,大剧院站,2016-09-30 08:04:52,subway_off,6819a1519cf291c9fff6054bdddc12e8,1
1117,708c3388b1048f3a5addf8636fc9cd3b,白石洲,2016-09-30 06:54:06,subway_on,3d831fec18903dca6bb0020f1d33a5ae,0
