grid_id,key,route,time,type,Unnamed: 0,card,stage
1401,49bceb039442cd68ce49251c06b740e3,54路,2016-11-03 08:22:38,bus_on,102475.0,9327357a59c165696acb426a7004269b,0
1401,49bceb039442cd68ce49251c06b740e3,54路,2016-11-03 09:24:22,bus_off,102475.0,9327357a59c165696acb426a7004269b,1
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 08:07:13,bus_on,178293.0,71c7aef73b81773381286c35f51c8b3d,0
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 10:01:46,bus_off,178293.0,71c7aef73b81773381286c35f51c8b3d,1
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 08:11:47,bus_on,178324.0,ea3a6630014fe5dacffb5983ee496383,0
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 10:01:46,bus_off,178324.0,ea3a6630014fe5dacffb5983ee496383,1
1401,f08e53affcc897e4219111a2221dd542,M347,2016-11-03 08:09:05,bus_on,231729.0,77b0d7f3f36138c3f51c95057b55beb0,0
1447,f08e53affcc897e4219111a2221dd542,M347,2016-11-03 08:11:59,bus_off,231729.0,77b0d7f3f36138c3f51c95057b55beb0,1
1493,5c15309956646012d7077abe114de515,B742,2016-11-03 08:28:09,bus_on,231729.0,77b0d7f3f36138c3f51c95057b55beb0,2
1401,5c15309956646012d7077abe114de515,B742,2016-11-03 08:32:34,bus_off,231729.0,77b0d7f3f36138c3f51c95057b55beb0,3
1401,68703e0a3cc5e7c2a2730cd9f507e84c,54路,2016-11-03 08:29:51,bus_on,432364.0,4ac540e37164eccabba60f947e5f8697,0
1401,68703e0a3cc5e7c2a2730cd9f507e84c,54路,2016-11-03 09:34:06,bus_off,432364.0,4ac540e37164eccabba60f947e5f8697,1
1401,53021de9eee836fe951f7485511244c2,324路,2016-11-03 08:36:11,bus_on,441920.0,f4a0c07e46d7b705bb468da861218bdf,0
1401,53021de9eee836fe951f7485511244c2,324路,2016-11-03 08:38:08,bus_off,441920.0,f4a0c07e46d7b705bb468da861218bdf,1
1401,b774521829dc0fb8c32f959de9598c06,54路,2016-11-03 08:43:16,bus_on,464528.0,736ec476fa8692773965f6369ed17e65,0
1401,b774521829dc0fb8c32f959de9598c06,54路,2016-11-03 08:45:23,bus_off,464528.0,736ec476fa8692773965f6369ed17e65,1
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:49:06,bus_on,474555.0,75e530ccbed88058ad73fc50fa5cdc9e,0
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:57:45,bus_off,474555.0,75e530ccbed88058ad73fc50fa5cdc9e,1
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:42:56,bus_on,474557.0,82503686d64fbd73ffd2d048244b351c,0
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:44:45,bus_off,474557.0,82503686d64fbd73ffd2d048244b351c,1
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:48:21,bus_on,474561.0,84815fd5af1eab88f3357dc3cb1506f0,0
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:57:45,bus_off,474561.0,84815fd5af1eab88f3357dc3cb1506f0,1
1401,49bceb039442cd68ce49251c06b740e3,54路,2016-11-03 08:22:38,bus_on,102475.0,9327357a59c165696acb426a7004269b,0
1401,49bceb039442cd68ce49251c06b740e3,54路,2016-11-03 09:24:22,bus_off,102475.0,9327357a59c165696acb426a7004269b,1
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 08:07:13,bus_on,178293.0,71c7aef73b81773381286c35f51c8b3d,0
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 10:01:46,bus_off,178293.0,71c7aef73b81773381286c35f51c8b3d,1
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 08:11:47,bus_on,178324.0,ea3a6630014fe5dacffb5983ee496383,0
1401,a1310a9e3e3353ad807396c1c3fd3cce,334线,2016-11-03 10:01:46,bus_off,178324.0,ea3a6630014fe5dacffb5983ee496383,1
1401,f08e53affcc897e4219111a2221dd542,M347,2016-11-03 08:09:05,bus_on,231729.0,77b0d7f3f36138c3f51c95057b55beb0,0
1447,f08e53affcc897e4219111a2221dd542,M347,2016-11-03 08:11:59,bus_off,231729.0,77b0d7f3f36138c3f51c95057b55beb0,1
1493,5c15309956646012d7077abe114de515,B742,2016-11-03 08:28:09,bus_on,231729.0,77b0d7f3f36138c3f51c95057b55beb0,2
1401,5c15309956646012d7077abe114de515,B742,2016-11-03 08:32:34,bus_off,231729.0,77b0d7f3f36138c3f51c95057b55beb0,3
1401,68703e0a3cc5e7c2a2730cd9f507e84c,54路,2016-11-03 08:29:51,bus_on,432364.0,4ac540e37164eccabba60f947e5f8697,0
1401,68703e0a3cc5e7c2a2730cd9f507e84c,54路,2016-11-03 09:34:06,bus_off,432364.0,4ac540e37164eccabba60f947e5f8697,1
1401,53021de9eee836fe951f7485511244c2,324路,2016-11-03 08:36:11,bus_on,441920.0,f4a0c07e46d7b705bb468da861218bdf,0
1401,53021de9eee836fe951f7485511244c2,324路,2016-11-03 08:38:08,bus_off,441920.0,f4a0c07e46d7b705bb468da861218bdf,1
1401,b774521829dc0fb8c32f959de9598c06,54路,2016-11-03 08:43:16,bus_on,464528.0,736ec476fa8692773965f6369ed17e65,0
1401,b774521829dc0fb8c32f959de9598c06,54路,2016-11-03 08:45:23,bus_off,464528.0,736ec476fa8692773965f6369ed17e65,1
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:49:06,bus_on,474555.0,75e530ccbed88058ad73fc50fa5cdc9e,0
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:57:45,bus_off,474555.0,75e530ccbed88058ad73fc50fa5cdc9e,1
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:42:56,bus_on,474557.0,82503686d64fbd73ffd2d048244b351c,0
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:44:45,bus_off,474557.0,82503686d64fbd73ffd2d048244b351c,1
1401,097907886133da13d97a6a122ce4154c,B690线,2016-11-03 08:48:21,bus_on,474561.0,84815fd5af1eab88f3357dc3cb1506f0,0
